Country,Code,Year,Internet_Users_Percent,Region,IncomeGroup
Seychelles,SYC,2001,11.01510293,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,2001,0.35375913,Middle East & North Africa,Low income
Chad,TCD,2001,0.045934134,Sub-Saharan Africa,Low income
Togo,TGO,2001,0.9,Sub-Saharan Africa,Low income
Thailand,THA,2001,5.556326121,East Asia & Pacific,Upper middle income
Tajikistan,TJK,2001,0.051259133,Europe & Central Asia,Lower middle income
Turkmenistan,TKM,2001,0.175209518,Europe & Central Asia,Upper middle income
Tonga,TON,2001,2.825371839,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,2001,15.38462722,Latin America & Caribbean,High income
Tunisia,TUN,2001,4.297966035,Middle East & North Africa,Lower middle income
Turkiye,TUR,2001,5.189481461,Europe & Central Asia,Upper middle income
Tuvalu,TUV,2001,5.7,East Asia & Pacific,Upper middle income
Tanzania,TZA,2001,0.171300351,Sub-Saharan Africa,Lower middle income
Uganda,UGA,2001,0.237945087,Sub-Saharan Africa,Low income
Ukraine,UKR,2001,1.238759547,Europe & Central Asia,Upper middle income
Uruguay,URY,2001,11.12143768,Latin America & Caribbean,High income
United States,USA,2001,49.08083159,North America,High income
Uzbekistan,UZB,2001,0.597567994,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,2001,5.094809778,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,2001,4.636000948,Latin America & Caribbean,
Virgin Islands (U.S.),VIR,2001,18.37576604,Latin America & Caribbean,High income
Viet Nam,VNM,2001,1.265651236,East Asia & Pacific,Lower middle income
Vanuatu,VUT,2001,2.830572239,East Asia & Pacific,Lower middle income
Samoa,WSM,2001,1.689902831,East Asia & Pacific,Upper middle income
"Yemen, Rep.",YEM,2001,0.090802459,Middle East & North Africa,Low income
South Africa,ZAF,2001,6.346619318,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,2001,0.233129556,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,2001,0.799846046,Sub-Saharan Africa,Lower middle income
Aruba,ABW,2002,18.8,Latin America & Caribbean,High income
Afghanistan,AFG,2002,0.004561395,Middle East & North Africa,Low income
Angola,AGO,2002,0.270376746,Sub-Saharan Africa,Lower middle income
Albania,ALB,2002,0.390081273,Europe & Central Asia,Upper middle income
Andorra,AND,2002,11.26046872,Europe & Central Asia,High income
United Arab Emirates,ARE,2002,28.31648531,Middle East & North Africa,High income
Argentina,ARG,2002,10.88212438,Latin America & Caribbean,Upper middle income
Armenia,ARM,2002,1.960405046,Europe & Central Asia,Upper middle income
Antigua and Barbuda,ATG,2002,12.5,Latin America & Caribbean,High income
Austria,AUT,2002,36.56,Europe & Central Asia,High income
Azerbaijan,AZE,2002,4.999713678,Europe & Central Asia,Upper middle income
Burundi,BDI,2002,0.118228412,Sub-Saharan Africa,Low income
Belgium,BEL,2002,46.33,Europe & Central Asia,High income
Benin,BEN,2002,0.702945595,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,2002,0.200992598,Sub-Saharan Africa,Low income
Bangladesh,BGD,2002,0.139920289,South Asia,Lower middle income
Bulgaria,BGR,2002,9.08,Europe & Central Asia,High income
Bahrain,BHR,2002,18.05072089,Middle East & North Africa,High income
"Bahamas, The",BHS,2002,18.0,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,2002,2.648267914,Europe & Central Asia,Upper middle income
Belarus,BLR,2002,8.950971315,Europe & Central Asia,Upper middle income
Belize,BLZ,2002,5.684251214,Latin America & Caribbean,Upper middle income
Bermuda,BMU,2002,52.03159737,North America,High income
Bolivia,BOL,2002,3.117192947,Latin America & Caribbean,Lower middle income
Brazil,BRA,2002,9.149425086,Latin America & Caribbean,Upper middle income
Barbados,BRB,2002,27.83632242,Latin America & Caribbean,High income
Brunei Darussalam,BRN,2002,15.32987986,East Asia & Pacific,High income
Bhutan,BTN,2002,1.675802584,South Asia,Lower middle income
Botswana,BWA,2002,3.385922351,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,2002,0.128537117,Sub-Saharan Africa,Low income
Canada,CAN,2002,61.59329927,North America,High income
Switzerland,CHE,2002,61.4,Europe & Central Asia,High income
Chile,CHL,2002,22.1,Latin America & Caribbean,High income
China,CHN,2002,4.595704331,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,2002,0.497929361,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2002,0.360871584,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,2002,0.092790702,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,2002,0.157249517,Sub-Saharan Africa,Lower middle income
Colombia,COL,2002,4.6,Latin America & Caribbean,Upper middle income
Comoros,COM,2002,0.554869675,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,2002,3.518757175,Sub-Saharan Africa,Upper middle income
Costa Rica,CRI,2002,19.89485113,Latin America & Caribbean,High income
Cuba,CUB,2002,3.770585038,Latin America & Caribbean,Upper middle income
Cyprus,CYP,2002,28.32,Europe & Central Asia,High income
Czechia,CZE,2002,23.93,Europe & Central Asia,High income
Germany,DEU,2002,48.82,Europe & Central Asia,High income
Djibouti,DJI,2002,0.486971705,Middle East & North Africa,Lower middle income
Dominica,DMA,2002,18.42489277,Latin America & Caribbean,Upper middle income
Denmark,DNK,2002,64.25,Europe & Central Asia,High income
Dominican Republic,DOM,2002,6.823725733,Latin America & Caribbean,Upper middle income
Algeria,DZA,2002,1.59164126,Middle East & North Africa,Upper middle income
Ecuador,ECU,2002,4.260796915,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2002,2.719999715,Middle East & North Africa,Lower middle income
Eritrea,ERI,2002,0.227090138,Sub-Saharan Africa,Low income
Spain,ESP,2002,20.39,Europe & Central Asia,High income
Estonia,EST,2002,41.52,Europe & Central Asia,High income
Ethiopia,ETH,2002,0.072402262,Sub-Saharan Africa,
Finland,FIN,2002,62.43,Europe & Central Asia,High income
Fiji,FJI,2002,6.1526497,East Asia & Pacific,Upper middle income
France,FRA,2002,30.18,Europe & Central Asia,High income
Faroe Islands,FRO,2002,53.29922183,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,2002,5.570099705,East Asia & Pacific,Lower middle income
Gabon,GAB,2002,1.939530106,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,2002,56.48,Europe & Central Asia,High income
Georgia,GEO,2002,1.58787563,Europe & Central Asia,Upper middle income
Ghana,GHA,2002,0.830284034,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,2002,23.67023975,Europe & Central Asia,High income
Guinea,GIN,2002,0.402022749,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,2002,1.796779883,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,2002,1.022993234,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,2002,0.321197997,Sub-Saharan Africa,Upper middle income
Greece,GRC,2002,14.67,Europe & Central Asia,High income
Grenada,GRD,2002,14.75884055,Latin America & Caribbean,Upper middle income
Greenland,GRL,2002,44.15478903,Europe & Central Asia,High income
Guatemala,GTM,2002,3.39174627,Latin America & Caribbean,Upper middle income
Guam,GUM,2002,31.19229426,East Asia & Pacific,High income
Guyana,GUY,2002,1.5,Latin America & Caribbean,High income
"Hong Kong SAR, China",HKG,2002,43.08238303,East Asia & Pacific,High income
Honduras,HND,2002,2.597402597,Latin America & Caribbean,Lower middle income
Croatia,HRV,2002,17.76,Europe & Central Asia,High income
Haiti,HTI,2002,0.893432988,Latin America & Caribbean,Lower middle income
Hungary,HUN,2002,16.67,Europe & Central Asia,High income
Indonesia,IDN,2002,2.134135733,East Asia & Pacific,Upper middle income
India,IND,2002,1.537875582,South Asia,Lower middle income
Ireland,IRL,2002,25.85,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2002,4.626175115,Middle East & North Africa,Upper middle income
Iraq,IRQ,2002,0.5,Middle East & North Africa,Upper middle income
Iceland,ISL,2002,79.12,Europe & Central Asia,High income
Israel,ISR,2002,17.76459906,Middle East & North Africa,High income
Italy,ITA,2002,28.04,Europe & Central Asia,High income
Jamaica,JAM,2002,6.1,Latin America & Caribbean,Upper middle income
Jordan,JOR,2002,6.025532412,Middle East & North Africa,Lower middle income
Japan,JPN,2002,46.59420112,East Asia & Pacific,High income
Kazakhstan,KAZ,2002,1.674770995,Europe & Central Asia,Upper middle income
Kenya,KEN,2002,1.207773885,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,2002,2.99926518,Europe & Central Asia,Lower middle income
Cambodia,KHM,2002,0.226983238,East Asia & Pacific,Lower middle income
Kiribati,KIR,2002,2.5,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2002,21.15238176,Latin America & Caribbean,High income
"Korea, Rep.",KOR,2002,59.4,East Asia & Pacific,High income
Kuwait,KWT,2002,10.24896793,Middle East & North Africa,High income
Lao PDR,LAO,2002,0.267899241,East Asia & Pacific,Lower middle income
Lebanon,LBN,2002,7.0,Middle East & North Africa,Lower middle income
Liberia,LBR,2002,0.032713307,Sub-Saharan Africa,Low income
Libya,LBY,2002,2.244418222,Middle East & North Africa,Upper middle income
St. Lucia,LCA,2002,14.64183577,Latin America & Caribbean,Upper middle income
Liechtenstein,LIE,2002,59.47071067,Europe & Central Asia,High income
Sri Lanka,LKA,2002,1.050422706,South Asia,Lower middle income
Lesotho,LSO,2002,1.083943137,Sub-Saharan Africa,Lower middle income
Lithuania,LTU,2002,17.69,Europe & Central Asia,High income
Luxembourg,LUX,2002,39.84,Europe & Central Asia,High income
Latvia,LVA,2002,21.94,Europe & Central Asia,High income
"Macao SAR, China",MAC,2002,25.17188016,East Asia & Pacific,High income
Morocco,MAR,2002,2.373253192,Middle East & North Africa,Lower middle income
Monaco,MCO,2002,48.04711717,Europe & Central Asia,High income
Moldova,MDA,2002,3.787242799,Europe & Central Asia,Upper middle income
Madagascar,MDG,2002,0.339720155,Sub-Saharan Africa,Low income
Maldives,MDV,2002,5.347765169,South Asia,Upper middle income
Mexico,MEX,2002,11.9,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,2002,2.335444575,East Asia & Pacific,Upper middle income
North Macedonia,MKD,2002,17.33,Europe & Central Asia,Upper middle income
Mali,MLI,2002,0.227045578,Sub-Saharan Africa,Low income
Malta,MLT,2002,28.92,Middle East & North Africa,High income
Myanmar,MMR,2002,0.000426494,East Asia & Pacific,Lower middle income
Mongolia,MNG,2002,2.039572603,East Asia & Pacific,Upper middle income
Mozambique,MOZ,2002,0.259612611,Sub-Saharan Africa,Low income
Mauritania,MRT,2002,0.363229415,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,2002,10.25262467,Sub-Saharan Africa,Upper middle income
Malawi,MWI,2002,0.215094727,Sub-Saharan Africa,Low income
Malaysia,MYS,2002,32.33820434,East Asia & Pacific,Upper middle income
Namibia,NAM,2002,2.633699769,Sub-Saharan Africa,Lower middle income
New Caledonia,NCL,2002,22.38979742,East Asia & Pacific,High income
Niger,NER,2002,0.127152469,Sub-Saharan Africa,Low income
Nigeria,NGA,2002,0.320461976,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,2002,1.714729584,Latin America & Caribbean,Lower middle income
Netherlands,NLD,2002,61.29,Europe & Central Asia,High income
Norway,NOR,2002,72.84,Europe & Central Asia,High income
Nepal,NPL,2002,0.31295606,South Asia,Lower middle income
New Zealand,NZL,2002,59.08075328,East Asia & Pacific,High income
Oman,OMN,2002,6.873396039,Middle East & North Africa,High income
Pakistan,PAK,2002,2.577426737,Middle East & North Africa,Lower middle income
Panama,PAN,2002,8.518077815,Latin America & Caribbean,High income
Peru,PER,2002,8.96694917,Latin America & Caribbean,Upper middle income
Philippines,PHL,2002,4.332275746,East Asia & Pacific,Lower middle income
Palau,PLW,2002,20.24393947,East Asia & Pacific,High income
Papua New Guinea,PNG,2002,1.321656935,East Asia & Pacific,Lower middle income
Poland,POL,2002,21.15,Europe & Central Asia,High income
Puerto Rico (US),PRI,2002,17.54764757,Latin America & Caribbean,High income
"Korea, Dem. People's Rep.",PRK,2002,0.0,East Asia & Pacific,Low income
Portugal,PRT,2002,19.37,Europe & Central Asia,High income
Paraguay,PRY,2002,1.794969598,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2002,3.100092235,Middle East & North Africa,Lower middle income
French Polynesia,PYF,2002,8.200216486,East Asia & Pacific,High income
Qatar,QAT,2002,10.22612893,Middle East & North Africa,High income
Romania,ROU,2002,6.58,Europe & Central Asia,High income
Russian Federation,RUS,2002,4.128271818,Europe & Central Asia,High income
Rwanda,RWA,2002,0.292784719,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,2002,6.38470502,Middle East & North Africa,High income
Sudan,SDN,2002,0.439477639,Sub-Saharan Africa,Low income
Senegal,SEN,2002,1.006454537,Sub-Saharan Africa,Lower middle income
Singapore,SGP,2002,47.0,East Asia & Pacific,High income
Solomon Islands,SLB,2002,0.501919843,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,2002,0.176198957,Sub-Saharan Africa,Low income
El Salvador,SLV,2002,1.9,Latin America & Caribbean,Upper middle income
San Marino,SMR,2002,50.83483994,Europe & Central Asia,High income
"Somalia, Fed. Rep.",SOM,2002,0.115614213,Sub-Saharan Africa,Low income
Sao Tome and Principe,STP,2002,7.580665169,Sub-Saharan Africa,Lower middle income
Suriname,SUR,2002,4.161568745,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,2002,40.14,Europe & Central Asia,High income
Slovenia,SVN,2002,27.83888542,Europe & Central Asia,High income
Sweden,SWE,2002,70.57,Europe & Central Asia,High income
Eswatini,SWZ,2002,1.816203807,Sub-Saharan Africa,Lower middle income
Seychelles,SYC,2002,14.30417083,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,2002,2.093101019,Middle East & North Africa,Low income
Chad,TCD,2002,0.166069665,Sub-Saharan Africa,Low income
Togo,TGO,2002,1.0,Sub-Saharan Africa,Low income
Thailand,THA,2002,7.531250335,East Asia & Pacific,Upper middle income
Tajikistan,TJK,2002,0.055462827,Europe & Central Asia,Lower middle income
Turkmenistan,TKM,2002,0.302132016,Europe & Central Asia,Upper middle income
Timor-Leste,TLS,2002,0.0,East Asia & Pacific,Lower middle income
Tonga,TON,2002,2.907297316,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,2002,21.99867548,Latin America & Caribbean,High income
Tunisia,TUN,2002,5.252887295,Middle East & North Africa,Lower middle income
Turkiye,TUR,2002,11.38,Europe & Central Asia,Upper middle income
Tuvalu,TUV,2002,6.3,East Asia & Pacific,Upper middle income
Tanzania,TZA,2002,0.222484414,Sub-Saharan Africa,Lower middle income
Uganda,UGA,2002,0.384093505,Sub-Saharan Africa,Low income
Ukraine,UKR,2002,1.873885116,Europe & Central Asia,Upper middle income
Uruguay,URY,2002,11.4194702,Latin America & Caribbean,High income
United States,USA,2002,58.78540388,North America,High income
Uzbekistan,UZB,2002,1.081939742,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,2002,5.54959488,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,2002,4.910446327,Latin America & Caribbean,
British Virgin Islands,VGB,2002,18.88574127,Latin America & Caribbean,High income
Virgin Islands (U.S.),VIR,2002,27.49443238,Latin America & Caribbean,High income
Viet Nam,VNM,2002,1.854999236,East Asia & Pacific,Lower middle income
Vanuatu,VUT,2002,3.510038711,East Asia & Pacific,Lower middle income
Samoa,WSM,2002,2.244832676,East Asia & Pacific,Upper middle income
"Yemen, Rep.",YEM,2002,0.518796032,Middle East & North Africa,Low income
South Africa,ZAF,2002,6.710322437,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,2002,0.477750907,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,2002,1.1,Sub-Saharan Africa,Lower middle income
Aruba,ABW,2003,20.8,Latin America & Caribbean,High income
Afghanistan,AFG,2003,0.087891253,Middle East & North Africa,Low income
Angola,AGO,2003,0.370682065,Sub-Saharan Africa,Lower middle income
Albania,ALB,2003,0.971900415,Europe & Central Asia,Upper middle income
Andorra,AND,2003,13.54641288,Europe & Central Asia,High income
United Arab Emirates,ARE,2003,29.47795341,Middle East & North Africa,High income
Argentina,ARG,2003,11.91369655,Latin America & Caribbean,Upper middle income
Armenia,ARM,2003,4.575217225,Europe & Central Asia,Upper middle income
Antigua and Barbuda,ATG,2003,17.22864878,Latin America & Caribbean,High income
Austria,AUT,2003,42.7,Europe & Central Asia,High income
Burundi,BDI,2003,0.201273197,Sub-Saharan Africa,Low income
Belgium,BEL,2003,49.97,Europe & Central Asia,High income
Benin,BEN,2003,0.951327115,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,2003,0.373440303,Sub-Saharan Africa,Low income
Bangladesh,BGD,2003,0.163877665,South Asia,Lower middle income
Bulgaria,BGR,2003,12.04,Europe & Central Asia,High income
Bahrain,BHR,2003,21.55494499,Middle East & North Africa,High income
"Bahamas, The",BHS,2003,20.0,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,2003,3.965036834,Europe & Central Asia,Upper middle income
Bermuda,BMU,2003,56.52201218,North America,High income
Bolivia,BOL,2003,3.508596401,Latin America & Caribbean,Lower middle income
Brazil,BRA,2003,13.2075861,Latin America & Caribbean,Upper middle income
Barbados,BRB,2003,39.68962712,Latin America & Caribbean,High income
Brunei Darussalam,BRN,2003,19.59500322,East Asia & Pacific,High income
Bhutan,BTN,2003,2.436912399,South Asia,Lower middle income
Botswana,BWA,2003,3.345190174,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,2003,0.151563338,Sub-Saharan Africa,Low income
Canada,CAN,2003,64.2,North America,High income
Switzerland,CHE,2003,65.1,Europe & Central Asia,High income
Chile,CHL,2003,25.47377889,Latin America & Caribbean,High income
China,CHN,2003,6.2,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,2003,0.758669629,Sub-Saharan Africa,Lower middle income
